time,temperature
2024-01-01 00:00:00,40.24835707650561
2024-01-01 01:00:00,40.28036809935489
2024-01-01 02:00:00,41.01985226143553
2024-01-01 03:00:00,41.79807554818803
2024-01-01 04:00:00,41.251178339564284
2024-01-01 05:00:00,41.57120813733802
2024-01-01 06:00:00,42.7835338279388
2024-01-01 07:00:00,42.66637042628953
2024-01-01 08:00:00,42.31733107973109
2024-01-01 09:00:00,43.071260750675435
2024-01-01 10:00:00,42.79270410801746
2024-01-01 11:00:00,42.99075720339918
2024-01-01 12:00:00,43.5170983936847
2024-01-01 13:00:00,42.584034433922675
2024-01-01 14:00:00,42.79389027370887
2024-01-01 15:00:00,43.46134119519167
2024-01-01 16:00:00,43.2923052489573
2024-01-01 17:00:00,43.98211809765505
2024-01-01 18:00:00,43.367530854873976
2024-01-01 19:00:00,43.0827484123946
2024-01-01 20:00:00,44.46071666493782
2024-01-01 21:00:00,43.526739949703355
2024-01-01 22:00:00,43.55925331380273
2024-01-01 23:00:00,42.67474154342343
2024-01-02 00:00:00,42.954198179390865
2024-01-02 01:00:00,43.100877727166804
2024-01-02 02:00:00,42.27100732675324
2024-01-02 03:00:00,42.819988649874325
2024-01-02 04:00:00,42.10464510550831
2024-01-02 05:00:00,42.02190111274531
2024-01-02 06:00:00,41.622506718064905
2024-01-02 07:00:00,42.600881079554334
2024-01-02 08:00:00,41.418128957348294
2024-01-02 09:00:00,40.6479074530923
2024-01-02 10:00:00,41.3446491499711
2024-01-02 11:00:00,40.08722849194563
2024-01-02 12:00:00,40.576870467617816
2024-01-02 13:00:00,39.280656515334634
2024-01-02 14:00:00,39.40033330272263
2024-01-02 15:00:00,39.98513214038264
2024-01-02 16:00:00,40.09882580407392
2024-01-02 17:00:00,39.68085280740175
2024-01-02 18:00:00,39.42744854156512
2024-01-02 19:00:00,39.25095034195699
2024-01-02 20:00:00,38.60593278314774
2024-01-02 21:00:00,38.95748754280736
2024-01-02 22:00:00,39.08860760361971
2024-01-02 23:00:00,39.87879134041716
2024-01-03 00:00:00,39.58331531827671
2024-01-03 01:00:00,38.62112208444564
2024-01-03 02:00:00,39.78526916070798
2024-01-03 03:00:00,39.58001481280864
2024-01-03 04:00:00,39.61117503268656
2024-01-03 05:00:00,40.45903581774873
2024-01-03 06:00:00,40.897206298580016
2024-01-03 07:00:00,41.09901908284692
2024-01-03 08:00:00,40.48659132477171
2024-01-03 09:00:00,41.043337184281484
2024-01-03 10:00:00,41.67182517746051
2024-01-03 11:00:00,42.31614256907047
2024-01-03 12:00:00,41.92216638648058
2024-01-03 13:00:00,42.410682998851804
2024-01-03 14:00:00,42.297564304544494
2024-01-03 15:00:00,42.60233838941271
2024-01-03 16:00:00,43.95591052574858
2024-01-03 17:00:00,44.57347997854886
2024-01-03 18:00:00,44.19861902974996
