load_kw,temperature,fuel_flow,efficiency,pressure,vibration,humidity,anomaly_flag
100.99342830602248,25.496714153011236,8.410914898815506,88.5424194702748,49.99006318231584,2.008829177503266,77.10872304458972,0
102.46255988115846,27.449926149854026,8.78374171923534,88.5512343706614,49.94636761709453,2.1549933337807903,79.18283092578406,0
106.59716317276065,30.64768853810069,8.618283833172706,88.81265533270096,50.61014144820886,1.7056022190447606,81.60428885863354,0
110.56978174929962,33.5940976682735,8.197166565966047,88.98583949971771,49.461660436264495,1.578554916821748,77.85351752313971,0
108.79543973893524,33.42610066312105,8.90347915499114,88.3625446340656,49.6187403804267,2.03216238861204,74.28567509538827,0
109.94527515947236,34.4251213059415,8.469943565861875,88.80060121317494,50.51815144603624,1.9043460933515808,75.10725939241696,0
114.06346497465894,36.57921281550739,8.860768857097836,88.75411577894992,49.70223253240807,2.187930401736183,71.3685071018,0
112.24985581421936,35.42669299204359,9.273170474515096,89.15516899749949,50.450266538665794,1.976027464201235,69.06126350833759,0
108.92765237213636,33.19077965190944,9.333353725487727,88.83371911393606,50.84971799150436,2.061522601770389,58.40287651137324,0
109.51307433495508,32.61362785545144,8.771681735164437,88.98146705359864,49.79910248652919,1.512985241017627,58.05021923024752,0
105.58050075558997,29.536582307187537,8.60085656674668,88.9724464204616,50.340681163287655,2.566531081884277,55.56314679891268,0
103.31441723168804,27.12246069745495,9.116260850852662,88.54074253172168,49.42315385933007,1.9507274044903904,45.78530963640782,0
102.29185149214686,25.241962271566035,8.303724709116032,89.13072292840488,50.3773666490339,2.20927609110176,40.58869586485562,0
,20.498529304316992,8.944305338384423,89.08764632842947,50.099711992993385,1.749172498934112,40.13326960384675,0
93.65820448605116,18.27508216748697,7.775411181699865,89.1650716830744,50.23651914108011,2.0924029706652023,40.05028188823841,0
94.06225001295334,17.366644658893556,6.644598621458359,89.84462504115773,49.677213963982304,1.6091465709425763,41.58635047202432,0
91.72168023588776,15.326914841821193,7.714405229423287,88.6659606097414,49.16945829221641,2.1356203514779013,41.04419024014256,0
93.52637756924402,15.654989069704593,7.6726893979809105,89.40967555425979,50.25162603237475,1.8932077746842504,48.3167837080741,0
90.89046882456104,14.091975924478788,7.916113883006256,89.03360580787431,48.968298423760274,2.0087571511806703,46.96488925262108,0
90.37184842234888,13.928438035774024,7.566338549422889,89.15374729665712,49.84132475387873,2.209392209039029,50.43952500621211,0
97.2757661650027,17.80539473107717,7.712833301208329,89.01813988928973,50.470590933209984,1.630237906633916,61.26982024455123,0
,17.703155887647988,7.03832387941881,88.95884360862496,50.09594886793652,1.7946524808161608,59.70992624077352,0
98.437191340024,20.06752820468792,7.770463678558907,88.90166150095202,50.97417132239491,2.13719728432603,68.76342239139612,0
98.01283219280585,20.987061362761327,7.415766348319817,89.08577342518655,50.51255457629089,2.629466442364024,79.69452284696331,0
102.50990991321602,24.45561727547482,7.910531068154921,88.6714661615335,49.673050805837214,1.9585752996015555,76.80533259023807,0
213.11325967903295,27.69911304073507,8.818819589371623,89.08454953510919,50.01365668992572,2.17734083537718,76.811246362014,0
106.59227866031335,28.8490064225777,9.362334545000772,88.85083833241981,49.97631464872778,1.967908559042456,79.86293311893077,0
111.8641443063954,32.44676583021115,9.146467309423125,88.65534468912797,49.20891161832694,2.58267367842689,79.43962370075045,0
111.6478050920018,33.05961534792558,8.333882876342553,88.79351937748082,49.52980054175782,1.4758334999104237,78.09432018088758,0
113.41157082412076,34.367564513097406,9.295227000039732,89.11731413513131,49.71961954651007,2.0283863134008078,76.11813932453981,0
113.278872452079,34.3982933877706,9.660625539489144,88.76014425807597,48.98188974857203,1.5123367899313818,68.72782378062732,0
117.99239027308242,36.51153644739962,9.134499769686904,88.8917668209111,50.02374673412582,1.2480285288389852,69.45716079991588,0
113.4078199256235,33.64675681310646,9.00561701071342,88.71973054560067,49.87546407767348,2.089238615935345,61.433829172768654,0
109.87587612451252,31.013356882909576,8.7974141873256,89.0528256087396,49.163553049344216,2.0418493388442376,57.19441978961768,0
111.71066539504744,30.82254491210319,8.544404075062674,89.01999489380756,50.202106432638665,1.91454891867734,49.57201927134716,0
105.35709014364728,26.367346801054182,8.752707428413713,89.31615086522281,50.35793637234548,1.968141772988074,49.11360368544384,0
105.77298210563372,25.208863595004757,8.401364494146808,88.90715738984382,50.11351723943245,2.929489830221377,42.656475486215946,0
98.99203914729162,20.452139425095016,8.129129353736843,89.14381056947866,49.83796591239552,1.9225474585905695,41.50232336358056,0
97.9871502190605,18.671813951101573,7.395225928623789,89.03974200571719,50.295721075875925,2.1530373083750223,38.15605979912143,0
99.10975754837932,18.125793424003653,7.71005145370864,89.2680767808888,50.34011018023835,1.805190554115836,38.46491146920623,0
148.1204719080472,17.078212542151025,8.260949180676402,88.86876370975793,60.18444214183181,6.265709317536543,43.60339031272442,1
96.75658901838123,15.512110018299287,7.554110545424615,89.18143517239164,49.58769387478262,1.9285298974833147,44.319172979364645,0
95.984222678403,14.88435171761176,8.542219739888942,89.00121831399262,50.13830038275559,1.876844455181081,47.48630770762845,0
96.0960527467952,15.039638041520028,7.487866126936315,89.02620183711035,50.59774032541274,2.5456695596600976,52.63156862650365,0
94.88180088265943,14.861223971788188,7.702886433488698,89.06953248806309,49.70168547069414,2.3531554889553017,60.45430553941144,0
98.12949525682146,17.209087979739817,8.316655036482262,89.06915312671711,51.04896966956622,2.041023994219769,63.001092580778696,0
100.85968938541951,19.53936122904021,7.359592284367046,88.96815729752142,49.73718453300731,1.3087364192168098,68.93637206593723,0
106.4472900352913,23.4689317751937,7.635378796832915,88.9784697362812,50.01620350667007,1.891697233024229,73.48921608912141,0
107.74828622527392,25.34361828956846,7.857034740736867,89.2381407492597,49.66375720199683,2.810908269321525,72.99472192413732,0
106.26250878014334,25.82515029566247,9.13229275412506,89.1344648493216,50.11163541796013,1.930801500008088,76.11052885265947,0
112.98744186490008,30.324083969394795,8.763066276245784,89.04395649985038,49.128889153682366,2.3309652716160976,80.65028382499948,0
113.77856970315727,31.68598553144916,10.381385219086708,88.77110639776365,49.72697910059164,2.4325827205857804,78.06716655568411,0
114.92197723906864,32.983332037538425,8.911634379796798,88.67293206196365,49.453939399825714,2.0656891747567925,79.88647012274218,0
,35.27093455173155,9.583121894576085,89.00470433127535,50.06766917394614,1.7474535104395543,76.72722756872166,0
119.9518565410851,36.030999522495954,10.367203499570747,88.9756907930951,50.497223687754456,1.2694063004651337,72.24438345007367,0
119.54804769964858,35.59053838200688,10.566890260051448,89.09905365815372,50.32300309355728,2.2052489625826865,69.72160826406748,0
115.14389243318747,32.82103651462175,10.242263182973195,88.72776495047428,48.81417031957055,1.7555731991529355,60.77742194853705,0
114.75002446405716,31.76185543601426,9.784185072421144,88.80659002428736,51.02103482646394,2.0528451355663075,57.03859554862176,0
114.09467116650218,30.331263431403563,9.639604956225906,88.53115645582989,50.14763997031044,1.6250538981231908,49.65951611766639,0
113.10563410682194,28.56373557814757,9.344714203146347,88.79044943771962,49.6117504297535,1.9204287378589395,51.445579237190216,0
